"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1140",1140,30,"3",98,8731,"1","0","0","3","0","4","0","3","2","2","0","2",5,5,1920,1950,"1","1","11","12","2",0,"3","1","0","4","4","4","1",645,"6",0,270,915,"1","4","1","4",1167,0,0,1167,0,0,1,0,3,1,"3",6,"0",1,"3","5",1972,"3",2,495,"5","5","2",0,0,216,0,126,0,"0","0","0",0,5,2007,"8","4",144000
"1141",1141,20,"3",60,7350,"1","0","3","3","0","0","0","12","2","2","0","2",5,7,1951,1951,"1","1","6","6","2",0,"3","4","1","4","4","3","0",852,"6",0,100,952,"1","4","1","4",952,0,0,952,1,0,1,0,2,1,"3",4,"6",0,"0","5",1988,"3",2,840,"5","5","2",0,0,0,0,0,0,"0","0","0",0,6,2008,"0","0",139000
"1143",1143,60,"3",77,9965,"1","0","3","3","0","4","0","5","2","2","0","5",8,5,2006,2007,"3","1","12","13","3",340,"2","4","2","1","4","2","3",1150,"6",0,316,1466,"1","0","1","4",1466,1362,0,2828,1,0,3,0,4,1,"2",11,"6",1,"5","3",2006,"2",3,1052,"5","5","2",125,144,0,0,0,0,"0","0","0",0,4,2007,"6","5",424870
"1145",1145,190,"3",60,12180,"1","0","3","3","0","4","0","7","2","2","1","0",4,4,1941,1950,"1","1","8","8","2",0,"3","1","0","3","4","4","1",348,"6",0,324,672,"3","1","0","0",672,252,0,924,1,0,1,0,2,1,"1",5,"6",0,"0","5",1941,"3",1,280,"5","5","2",0,0,0,0,0,0,"0","3","0",0,7,2010,"8","4",80000
"1146",1146,50,"4",52,6240,"1","0","3","3","0","4","0","3","2","2","0","0",5,6,1928,1950,"1","1","8","8","2",0,"3","4","0","4","4","4","6",0,"6",0,1042,1042,"1","0","1","4",1042,534,0,1576,0,0,1,0,3,1,"3",8,"6",1,"3","5",1928,"3",1,225,"5","5","2",0,0,0,0,0,0,"0","0","0",0,8,2006,"8","3",149000
"1148",1148,70,"3",75,12000,"1","0","3","0","0","4","0","6","2","2","0","5",7,7,1941,1950,"1","1","8","8","2",0,"3","4","1","4","4","4","5",275,"6",0,429,704,"1","0","1","4",860,704,0,1564,0,0,1,1,3,1,"1",7,"6",1,"3","1",1941,"3",1,234,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2009,"8","4",174500
"1150",1150,70,"4",50,9000,"1","0","3","3","0","4","0","17","0","2","0","5",7,9,1920,1988,"3","1","12","13","2",0,"3","2","2","4","4","4","0",624,"6",0,26,650,"1","0","1","4",832,650,0,1482,0,1,1,0,3,1,"3",7,"6",0,"0","5",1930,"3",2,324,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2009,"8","4",143000
"1151",1151,20,"3",57,8280,"1","0","0","3","0","4","0","12","2","2","0","2",6,5,1950,1950,"1","1","3","3","2",0,"3","4","1","4","4","4","6",0,"6",0,932,932,"1","0","1","0",932,0,0,932,0,0,1,0,2,1,"2",4,"6",1,"3","1",1950,"3",1,306,"5","5","2",0,0,214,0,0,0,"0","1","0",0,11,2007,"8","4",124000
"1152",1152,20,"3",134,17755,"1","0","3","3","0","4","0","7","2","2","0","2",5,4,1959,1959,"1","1","6","10","1",132,"3","4","1","4","4","4","1",176,"6",0,1290,1466,"1","4","1","4",1466,0,0,1466,0,0,1,1,3,1,"1",6,"6",2,"3","1",1959,"1",2,528,"5","5","2",0,140,0,0,100,0,"0","0","0",0,11,2006,"8","4",149900
"1153",1153,20,"3",90,14115,"1","0","0","3","0","4","0","6","2","2","0","2",6,7,1956,2004,"1","1","10","11","2",0,"3","4","2","4","4","4","0",296,"3",547,230,1073,"1","0","1","4",1811,0,0,1811,0,0,1,0,2,1,"0",6,"6",1,"3","1",1956,"1",2,470,"5","5","2",0,0,280,0,0,0,"0","0","0",0,7,2006,"8","0",230000
"1156",1156,20,"3",90,10768,"1","0","0","3","0","0","0","24","2","2","0","2",5,8,1976,2004,"1","1","9","10","2",0,"2","2","1","3","4","2","0",1157,"6",0,280,1437,"1","4","1","4",1437,0,0,1437,1,0,2,0,3,1,"2",6,"6",1,"2","1",1976,"2",2,528,"5","5","2",0,21,0,0,180,0,"0","0","0",0,7,2007,"8","4",218000
"1157",1157,80,"3",85,9350,"1","0","3","3","0","4","0","12","2","2","0","7",5,8,1965,1999,"1","1","3","3","2",0,"3","2","2","4","4","2","0",633,"6",0,586,1219,"1","2","1","4",1265,0,0,1265,0,1,2,0,3,1,"2",6,"6",1,"3","1",1965,"2",2,502,"5","5","2",0,92,0,96,0,0,"0","3","0",0,10,2008,"8","4",179900
"1158",1158,120,"3",34,5001,"1","0","0","3","0","4","0","15","2","2","3","2",7,5,2007,2008,"1","1","12","13","3",166,"2","4","2","3","4","4","3",904,"6",0,410,1314,"1","0","1","4",1314,0,0,1314,1,0,2,0,2,1,"2",6,"6",1,"3","1",2008,"2",2,626,"5","5","2",172,62,0,0,0,0,"0","0","0",0,7,2009,"8","4",230000
"1159",1159,20,"3",92,11932,"1","0","3","3","0","2","0","20","1","2","0","2",8,5,2007,2008,"1","1","12","13","3",186,"2","4","2","3","4","4","6",0,"6",0,1580,1580,"1","0","1","4",1580,0,0,1580,0,0,2,0,3,1,"2",7,"6",0,"0","1",2008,"2",3,830,"5","5","2",0,24,0,0,0,0,"0","0","0",0,6,2008,"2","5",235128
"1160",1160,60,"3",76,9120,"1","0","3","3","0","4","0","16","2","2","0","5",6,6,1974,1974,"3","1","6","6","1",270,"2","4","1","4","4","4","0",442,"6",0,459,901,"1","4","1","4",943,933,0,1876,0,0,2,1,4,1,"2",8,"6",1,"5","1",1974,"2",2,540,"3","5","2",0,69,0,0,0,0,"0","0","0",0,7,2008,"8","4",185000
"1161",1161,160,"3",24,2280,"1","0","3","3","0","4","0","14","2","2","3","5",6,5,1978,1978,"1","1","9","2","2",0,"3","4","1","3","4","4","0",311,"6",0,544,855,"1","1","1","4",855,601,0,1456,0,0,2,1,3,1,"3",7,"6",1,"5","1",1978,"3",2,440,"5","5","2",26,0,0,0,0,0,"0","0","0",0,7,2010,"8","4",146000
"1163",1163,20,"3",109,8724,"1","0","3","3","0","4","0","18","2","2","0","2",5,5,1968,1968,"1","1","12","13","2",0,"3","4","1","3","4","4","1",492,"6",0,402,894,"1","2","1","4",894,0,0,894,0,0,1,0,3,1,"3",5,"6",1,"4","1",1968,"1",2,450,"5","5","2",0,0,0,0,0,0,"0","0","0",0,5,2007,"8","4",129000
"1164",1164,90,"3",60,12900,"1","0","3","3","0","4","0","18","1","2","2","6",4,4,1969,1969,"1","1","9","10","2",0,"3","4","1","3","4","0","3",1198,"6",0,0,1198,"1","4","1","4",1258,0,0,1258,2,0,0,2,0,2,"3",6,"6",0,"0","4",1969,"3",2,400,"2","5","2",120,0,0,0,0,0,"0","0","0",0,1,2008,"8","2",108959
"1166",1166,20,"3",79,9541,"1","0","0","3","0","4","0","15","2","2","0","2",7,5,2009,2009,"1","1","12","13","3",268,"2","4","2","3","4","4","6",0,"6",0,1502,1502,"1","0","1","4",1502,0,0,1502,0,0,2,0,3,1,"2",7,"6",0,"0","1",2009,"2",2,644,"5","5","2",0,114,0,0,0,0,"0","0","0",0,9,2009,"6","5",233170
"1167",1167,20,"3",64,10475,"1","0","0","3","0","0","0","5","2","2","0","2",8,5,2008,2008,"1","1","12","13","3",72,"2","4","2","3","4","0","6",0,"6",0,1694,1694,"1","0","1","4",1694,0,0,1694,0,0,2,0,3,1,"2",7,"6",0,"0","1",2008,"2",3,776,"5","5","2",160,33,0,0,0,0,"0","0","0",0,2,2010,"8","4",245350
"1168",1168,60,"3",58,10852,"1","0","0","3","0","4","0","8","6","2","0","5",6,5,2000,2000,"1","1","12","13","2",0,"3","4","2","3","4","4","3",786,"6",0,173,959,"1","0","1","4",959,712,0,1671,1,0,2,1,3,1,"3",7,"6",1,"5","1",2000,"1",2,472,"5","5","2",0,38,0,0,0,0,"0","0","0",0,2,2006,"8","4",173000
"1169",1169,70,"3",120,13728,"1","0","3","3","0","0","0","7","2","2","0","5",6,7,1935,1986,"3","1","11","12","2",0,"3","4","1","4","4","4","5",626,"6",0,501,1127,"1","0","1","4",1236,872,0,2108,0,0,2,0,4,1,"2",7,"6",2,"5","2",1935,"3",2,540,"5","5","2",0,0,0,0,90,0,"0","0","0",0,7,2008,"8","4",235000
"1170",1170,60,"3",118,35760,"1","0","0","3","0","1","0","13","2","2","0","5",10,5,1995,1996,"3","1","6","6","1",1378,"2","2","2","1","4","2","3",1387,"6",0,543,1930,"1","0","1","4",1831,1796,0,3627,1,0,3,1,4,1,"2",10,"6",1,"5","1",1995,"1",3,807,"5","5","2",361,76,0,0,0,0,"0","0","0",0,7,2006,"8","4",625000
"1171",1171,80,"3",76,9880,"1","0","3","3","0","4","0","11","2","2","0","7",6,6,1977,1977,"1","1","9","10","2",0,"3","4","1","4","4","0","0",522,"6",0,574,1096,"1","4","1","4",1118,0,0,1118,1,0,1,0,3,1,"3",6,"6",1,"4","1",1977,"1",1,358,"5","5","2",203,0,0,0,0,576,"3","1","0",0,7,2008,"8","4",171000
"1172",1172,20,"3",76,9120,"1","0","3","3","0","4","0","12","2","2","0","2",6,6,1958,1958,"3","1","8","8","2",0,"3","4","1","4","4","4","0",662,"6",0,599,1261,"1","0","1","4",1261,0,0,1261,1,0,1,0,3,1,"3",6,"6",1,"5","1",1958,"2",2,433,"5","5","2",0,0,0,0,288,0,"0","0","3",1400,11,2008,"8","4",163000
"1173",1173,160,"1",35,4017,"1","2","0","3","0","4","0","20","2","2","4","5",7,5,2006,2007,"1","1","8","8","2",0,"2","4","2","3","4","4","6",0,"6",0,625,625,"1","0","1","4",625,625,0,1250,0,0,2,1,2,1,"2",5,"6",0,"0","5",2006,"1",2,625,"5","5","2",0,54,0,0,0,0,"0","0","0",0,3,2008,"8","4",171900
"1175",1175,70,"3",80,16560,"1","0","0","3","0","4","0","6","2","2","0","5",6,8,1932,1950,"1","1","13","14","2",0,"3","4","0","3","4","4","5",503,"6",0,449,952,"1","4","1","4",1170,1175,0,2345,0,0,2,1,4,1,"3",9,"6",1,"3","5",1932,"3",2,360,"5","5","2",0,0,0,0,0,0,"0","0","0",0,7,2006,"8","4",239000
"1176",1176,50,"3",85,10678,"1","0","3","3","0","4","0","13","2","2","0","0",8,5,1992,2000,"3","1","6","6","1",337,"2","4","2","3","4","4","3",700,"6",0,983,1683,"1","0","1","4",2129,743,0,2872,0,0,2,1,4,1,"2",9,"6",1,"5","1",1992,"1",2,541,"5","5","2",0,33,0,0,0,0,"0","0","0",0,4,2007,"8","4",285000
"1177",1177,20,"3",37,6951,"1","0","0","3","0","1","0","11","2","2","0","2",5,5,1984,1985,"1","1","6","10","2",0,"3","4","1","4","4","4","0",658,"6",0,218,876,"1","4","1","4",923,0,0,923,1,0,1,0,3,1,"3",5,"6",0,"0","1",1984,"3",1,264,"5","5","2",362,0,0,0,0,0,"0","3","0",0,10,2008,"8","4",119500
"1179",1179,50,"3",54,7681,"1","0","0","3","0","2","0","6","2","2","0","0",5,6,1921,1950,"1","1","13","14","2",0,"3","4","0","4","4","4","6",0,"6",0,731,731,"1","0","1","4",820,523,0,1343,0,0,1,1,3,1,"3",7,"6",1,"3","5",1921,"3",1,186,"2","5","2",192,0,102,0,0,0,"0","0","0",0,7,2009,"8","4",154900
"1182",1182,120,"4",64,5587,"1","0","0","1","0","4","1","6","2","2","4","2",8,5,2008,2008,"3","1","5","5","3",186,"0","4","2","1","4","2","3",1480,"6",0,120,1600,"1","0","1","4",1652,0,0,1652,1,1,2,0,2,1,"2",5,"6",1,"3","1",2008,"1",2,482,"5","5","2",162,53,0,153,0,0,"0","0","0",0,11,2008,"6","5",392500
"1183",1183,60,"3",160,15623,"1","0","0","3","0","0","0","13","2","2","0","5",10,5,1996,1996,"3","1","13","7","2",0,"2","4","2","1","4","0","3",2096,"6",0,300,2396,"1","0","1","4",2411,2065,0,4476,1,0,3,1,4,1,"0",10,"6",2,"5","1",1996,"1",3,813,"5","5","2",171,78,0,0,0,555,"1","3","0",0,7,2007,"8","0",745000
"1184",1184,30,"3",60,10800,"1","1","3","3","0","4","0","17","2","2","0","2",5,6,1920,1950,"3","1","11","12","2",0,"3","4","0","4","4","4","5",821,"6",0,299,1120,"1","0","1","4",1130,0,0,1130,1,0,1,0,2,1,"3",5,"6",1,"3","5",1970,"3",2,720,"5","5","2",229,0,0,0,0,0,"0","0","0",0,6,2006,"8","4",120000
"1185",1185,20,"3",50,35133,"0","0","3","3","0","4","1","23","2","2","0","2",5,4,1963,1963,"3","1","8","8","1",226,"3","4","1","4","4","2","5",1159,"6",0,413,1572,"1","2","1","4",1572,0,0,1572,1,0,1,1,3,1,"3",5,"6",2,"5","0",1963,"2",3,995,"5","5","2",0,263,0,0,263,0,"0","0","0",0,5,2007,"8","4",186700
"1186",1186,50,"3",60,9738,"1","0","3","3","0","4","0","7","2","2","0","0",5,7,1924,1950,"1","1","0","0","2",0,"3","2","0","4","4","4","1",392,"6",0,392,784,"1","2","1","4",949,272,0,1221,1,0,1,0,4,1,"3",7,"6",0,"0","1",1965,"3",1,392,"5","5","2",0,0,236,0,0,0,"0","0","0",0,3,2006,"8","4",104900
"1187",1187,190,"3",107,10615,"1","0","0","0","0","0","1","17","0","0","1","5",3,5,1900,1970,"1","1","6","6","2",0,"3","4","1","2","4","3","1",440,"6",0,538,978,"1","4","1","4",1014,685,0,1699,1,0,2,0,3,2,"3",7,"6",0,"0","4",1920,"3",2,420,"2","2","2",0,74,0,0,0,0,"0","0","0",0,8,2009,"8","0",95000
"1188",1188,20,"3",89,12461,"1","0","3","3","0","0","0","13","2","2","0","2",8,5,1994,1995,"1","1","7","7","2",0,"2","4","2","3","4","4","3",1456,"6",0,168,1624,"1","0","1","4",1624,0,0,1624,1,0,2,0,2,1,"2",5,"6",1,"2","1",1994,"2",3,757,"5","5","2",0,114,192,0,0,0,"0","1","0",0,7,2006,"8","4",262000
"1189",1189,60,"3",68,8935,"1","0","0","3","0","4","0","5","2","2","0","5",7,5,2002,2002,"1","1","12","13","1",95,"2","4","2","3","4","4","6",0,"6",0,831,831,"1","0","1","4",831,829,0,1660,0,0,2,1,3,1,"2",7,"6",0,"0","1",2002,"2",2,493,"5","5","2",144,68,0,0,0,0,"0","0","0",0,7,2009,"8","4",195000
"1190",1190,60,"3",60,7500,"1","0","3","3","0","4","0","8","2","2","0","5",7,5,1999,1999,"1","1","12","13","2",0,"3","4","2","4","4","4","6",0,"6",0,994,994,"1","2","1","4",1028,776,0,1804,0,0,2,1,3,1,"2",7,"6",1,"5","1",1999,"1",2,442,"5","5","2",140,60,0,0,0,0,"0","0","0",0,6,2010,"8","4",189000
"1192",1192,160,"1",24,2645,"1","2","3","3","0","4","0","20","2","2","3","5",8,5,1999,2000,"1","1","8","8","1",456,"2","4","2","3","4","4","6",0,"6",0,776,776,"1","0","1","4",764,677,0,1441,0,0,2,1,2,1,"2",5,"6",0,"0","5",1999,"3",2,492,"5","5","2",206,0,0,0,0,0,"0","0","0",0,11,2007,"8","4",174000
"1193",1193,50,"4",60,9600,"1","1","3","3","0","4","0","17","2","2","0","0",5,8,1925,1994,"2","1","12","13","2",0,"3","4","2","4","4","3","6",0,"6",0,702,702,"1","2","1","4",842,630,0,1472,0,0,1,0,3,1,"2",6,"6",0,"0","5",1925,"3",1,250,"5","2","1",0,0,84,0,0,0,"0","2","0",0,7,2007,"8","4",125000
"1195",1195,60,"3",80,9364,"1","0","3","3","0","0","0","18","2","2","0","5",6,7,1969,1969,"1","1","6","6","3",143,"3","4","1","4","4","4","0",371,"6",0,292,663,"1","4","1","4",663,689,0,1352,0,0,1,1,4,1,"3",7,"6",0,"0","1",1969,"1",1,299,"5","5","2",379,36,0,0,0,0,"0","3","0",0,3,2010,"8","4",158000
"1196",1196,60,"3",51,8029,"1","0","0","3","0","4","0","8","2","2","0","5",6,5,2005,2005,"1","1","12","13","2",0,"3","4","2","3","4","4","6",0,"6",0,728,728,"1","0","1","4",728,728,0,1456,0,0,2,1,3,1,"2",8,"6",0,"0","1",2005,"1",2,400,"5","5","2",100,24,0,0,0,0,"0","0","0",0,7,2008,"8","4",176000
"1197",1197,60,"3",58,14054,"1","0","0","3","0","4","0","8","2","2","0","5",7,5,2006,2006,"1","1","12","13","2",0,"2","4","2","3","4","0","6",0,"6",0,879,879,"1","0","1","4",879,984,0,1863,0,0,2,1,4,1,"2",9,"6",1,"3","3",2006,"1",3,660,"5","5","2",100,17,0,0,0,0,"0","0","0",0,11,2006,"6","5",219210
"1198",1198,75,"4",65,8850,"1","0","0","0","0","0","0","17","2","2","0","4",7,6,1916,1950,"1","1","8","8","2",0,"3","4","0","4","4","4","6",0,"6",0,815,815,"1","0","1","4",815,875,0,1690,0,0,1,0,3,1,"3",7,"6",1,"3","5",1916,"3",1,225,"5","5","2",0,0,330,0,0,0,"0","0","0",0,7,2006,"4","4",144000
"1199",1199,20,"3",70,9100,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2001,2001,"1","1","12","13","2",0,"2","4","2","3","4","4","6",0,"6",0,1212,1212,"1","0","1","4",1212,0,0,1212,0,0,2,0,3,1,"2",6,"6",0,"0","1",2001,"2",2,573,"5","5","2",356,0,0,0,0,0,"0","0","0",0,6,2009,"8","4",178000
"1200",1200,20,"3",75,11235,"1","0","3","3","0","4","0","18","2","2","0","2",4,5,1963,1979,"1","1","6","6","1",51,"3","4","1","4","4","4","5",547,"6",0,504,1051,"1","2","1","4",1382,0,0,1382,0,0,1,1,3,1,"3",6,"6",1,"4","1",1974,"3",2,459,"5","5","2",0,82,0,0,0,0,"0","0","0",0,10,2006,"8","4",148000
"1201",1201,20,"3",71,9353,"1","0","3","3","0","4","0","12","2","2","0","2",4,5,1970,1970,"1","1","8","8","2",0,"3","4","1","4","4","4","6",0,"6",0,864,864,"1","2","1","4",864,0,0,864,0,0,1,0,3,1,"3",5,"6",0,"0","1",1972,"3",1,280,"5","5","2",0,0,0,0,0,0,"0","0","3",0,7,2006,"7","0",116050
"1202",1202,60,"3",80,10400,"1","0","3","3","0","0","0","5","2","2","0","5",7,5,1998,1998,"1","1","12","13","2",0,"3","4","2","3","4","0","6",0,"6",0,866,866,"1","0","1","4",866,913,0,1779,0,0,2,1,3,1,"2",6,"6",0,"0","1",1998,"2",2,546,"5","5","2",198,36,0,0,0,0,"0","0","0",0,3,2009,"8","4",197900
"1203",1203,50,"4",50,6000,"1","0","3","3","0","0","0","3","2","2","0","0",5,8,1925,1997,"1","1","13","14","2",0,"3","4","0","4","4","4","6",0,"6",0,884,884,"1","0","1","4",884,464,0,1348,1,0,1,0,3,1,"3",5,"6",1,"2","5",1960,"3",1,216,"5","5","0",0,0,208,0,0,0,"0","0","0",0,5,2009,"8","4",117000
"1204",1204,20,"3",75,9750,"1","0","3","3","0","4","0","5","2","2","0","2",7,5,2000,2001,"1","1","12","13","1",171,"2","4","2","3","4","4","6",0,"6",0,1630,1630,"1","0","1","4",1630,0,0,1630,0,0,2,0,3,1,"2",6,"6",1,"5","1",2000,"3",2,451,"5","5","2",74,234,0,0,0,0,"0","0","0",0,10,2009,"8","4",213000
"1205",1205,20,"3",78,10140,"1","0","3","3","0","4","0","16","2","2","0","2",5,6,1975,1975,"1","1","6","6","2",0,"3","4","1","3","4","4","0",788,"6",0,268,1056,"1","0","1","4",1074,0,0,1074,1,0,1,1,3,1,"3",6,"6",0,"0","1",1975,"2",2,495,"5","5","2",0,88,0,0,0,0,"0","3","0",0,7,2006,"8","4",153500
"1206",1206,20,"3",90,14684,"1","0","0","3","0","1","0","19","2","2","0","2",7,7,1990,1991,"3","1","6","6","1",234,"2","4","1","3","4","3","0",485,"1",177,1496,2158,"1","2","1","4",2196,0,0,2196,0,0,2,0,3,1,"2",7,"6",1,"5","1",1990,"2",3,701,"5","5","2",84,70,0,0,0,0,"0","0","0",0,6,2009,"8","4",271900
"1208",1208,20,"3",70,9135,"1","0","3","3","0","4","0","5","2","2","0","2",6,5,2003,2003,"1","1","12","13","1",120,"2","4","2","3","4","0","3",340,"6",0,1342,1682,"1","0","1","4",1700,0,0,1700,1,0,2,0,3,1,"2",7,"6",0,"0","1",2003,"2",2,544,"5","5","2",192,23,0,0,0,0,"0","0","0",0,5,2006,"8","4",200000
"1209",1209,20,"3",70,7763,"1","0","3","3","0","4","0","12","2","2","0","2",5,7,1962,1980,"1","1","8","8","2",0,"3","2","1","4","4","4","5",504,"1",108,319,931,"1","4","1","4",1283,0,0,1283,1,0,1,0,3,1,"3",6,"6",0,"0","5",1980,"3",2,506,"5","5","2",0,0,0,0,0,0,"0","0","0",0,10,2008,"8","4",140000
"1210",1210,20,"3",85,10182,"1","0","0","3","0","1","0","20","8","2","0","2",8,5,2006,2006,"3","1","12","13","3",420,"2","4","2","1","4","3","3",1220,"6",0,440,1660,"1","0","1","4",1660,0,0,1660,1,0,2,0,3,1,"2",8,"6",1,"3","1",2006,"2",2,500,"5","5","2",322,50,0,0,0,0,"0","0","0",0,5,2006,"6","5",290000
"1211",1211,60,"3",70,11218,"1","0","3","3","0","4","0","19","2","2","0","5",6,5,1992,1992,"1","1","13","14","2",0,"2","4","2","3","4","4","6",0,"6",0,1055,1055,"1","0","1","4",1055,790,0,1845,0,0,2,1,3,1,"2",8,"6",1,"5","1",1992,"2",2,462,"5","5","2",635,104,0,0,0,0,"0","1","3",400,5,2010,"8","4",189000
"1212",1212,50,"3",152,12134,"1","0","0","0","0","4","1","8","2","2","0","0",8,7,1988,2005,"1","1","13","14","2",0,"2","4","5","3","4","0","3",427,"6",0,132,559,"1","2","1","4",1080,672,0,1752,0,0,2,0,4,1,"3",8,"6",0,"0","2",1988,"2",2,492,"5","5","2",325,12,0,0,0,0,"0","0","0",0,6,2010,"8","4",164000
"1213",1213,30,"3",50,9340,"1","0","3","3","0","4","0","7","2","2","0","2",4,6,1941,1950,"3","1","8","8","2",0,"3","4","1","4","4","4","5",344,"6",0,328,672,"1","4","1","4",672,0,0,672,1,0,1,0,2,1,"3",4,"6",0,"0","1",1941,"3",1,234,"5","5","0",0,113,0,0,0,0,"0","0","0",0,8,2009,"8","4",113000
"1215",1215,85,"3",69,10205,"1","0","0","3","0","4","0","12","2","2","0","6",5,5,1962,1962,"1","1","8","8","2",0,"3","4","1","4","4","0","1",784,"6",0,141,925,"1","4","1","4",999,0,0,999,1,0,1,0,3,1,"3",6,"6",0,"0","1",1962,"3",1,300,"5","5","2",150,72,0,0,0,0,"0","0","0",0,5,2006,"8","4",134500
"1216",1216,20,"3",99,7094,"1","0","0","3","0","4","0","18","2","2","0","2",5,5,1966,1966,"1","1","12","13","2",0,"3","4","1","4","4","4","5",180,"4",374,340,894,"1","4","1","4",894,0,0,894,0,0,1,0,3,1,"3",5,"6",0,"0","5",1966,"2",1,384,"5","5","2",0,0,0,0,0,0,"0","3","0",0,5,2007,"8","4",125000
"1217",1217,90,"4",68,8930,"1","0","3","3","0","4","0","18","5","2","2","0",6,5,1978,1978,"1","1","12","13","2",0,"3","4","3","0","0","1","2",0,"2",0,0,0,"1","4","1","4",1318,584,0,1902,0,0,2,0,4,2,"3",8,"6",0,"0","1",1978,"3",2,539,"5","5","2",0,0,0,0,0,0,"0","0","0",0,4,2010,"8","4",112000
"1218",1218,20,"1",72,8640,"1","0","3","3","0","4","0","20","2","2","0","2",8,5,2009,2009,"1","1","5","5","3",72,"2","4","2","3","4","3","3",936,"6",0,364,1300,"1","0","1","4",1314,0,0,1314,1,0,2,0,3,1,"2",6,"6",0,"0","1",2009,"2",2,552,"5","5","2",135,112,0,0,0,0,"0","0","0",0,9,2009,"6","5",229456
"1221",1221,20,"3",66,7800,"1","0","0","3","0","4","0","12","2","2","0","2",5,5,1964,1964,"1","1","13","14","2",0,"3","4","1","4","4","4","5",312,"4",600,0,912,"1","4","1","4",912,0,0,912,0,0,1,0,2,1,"3",5,"6",0,"0","1",1964,"3",1,288,"5","5","2",0,0,0,0,0,0,"0","0","0",0,11,2006,"8","0",115000
"1222",1222,20,"3",55,8250,"1","0","3","3","0","4","0","18","1","2","0","2",5,5,1968,1968,"3","1","6","6","2",0,"3","4","1","4","4","4","1",250,"4",492,210,952,"1","0","1","4",1211,0,0,1211,0,0,1,0,3,1,"3",5,"6",1,"5","1",1968,"3",1,322,"5","5","2",0,63,0,0,0,0,"0","0","0",0,8,2008,"8","4",134000
"1223",1223,50,"3",78,10496,"1","0","3","3","0","4","0","12","0","2","0","0",6,6,1949,1950,"1","1","13","14","1",320,"3","4","1","4","4","3","5",196,"6",0,844,1040,"1","0","1","4",1168,678,0,1846,0,0,2,0,3,1,"3",7,"6",1,"3","1",1949,"3",1,315,"5","5","2",0,0,0,0,0,0,"0","2","0",0,1,2007,"8","4",143000
"1224",1224,20,"3",89,10680,"1","0","3","3","0","4","0","12","2","2","0","2",5,3,1951,1951,"3","1","13","14","1",44,"3","4","1","4","1","4","4",756,"6",0,1380,2136,"1","4","0","0",2136,0,0,2136,0,0,2,0,4,1,"3",7,"4",0,"0","5",1951,"3",2,528,"5","5","2",0,30,0,0,0,0,"0","3","0",0,10,2006,"8","4",137900
"1225",1225,60,"3",60,15384,"1","0","0","3","0","4","0","8","6","2","0","5",7,5,2004,2005,"1","1","12","13","2",0,"2","4","2","3","4","0","3",724,"6",0,64,788,"1","0","1","4",788,702,0,1490,1,0,2,1,3,1,"2",8,"6",1,"3","1",2004,"1",2,388,"5","5","2",100,75,0,0,0,0,"0","0","0",0,2,2008,"8","4",184000
"1226",1226,80,"3",65,10482,"1","0","3","3","0","4","0","12","2","2","0","7",6,8,1958,1958,"3","1","12","13","1",63,"3","2","1","4","4","0","3",507,"6",0,81,588,"1","0","1","4",1138,0,0,1138,0,1,1,0,3,1,"3",6,"6",0,"0","1",1958,"2",1,264,"5","5","2",224,0,0,0,0,0,"0","4","0",0,6,2007,"8","4",145000
"1227",1227,60,"3",86,14598,"1","0","0","3","0","1","0","20","1","2","0","5",6,5,2007,2007,"1","1","12","13","3",74,"2","4","2","3","4","3","6",0,"6",0,894,894,"1","0","1","4",894,1039,0,1933,0,0,2,1,4,1,"2",9,"6",1,"3","3",2007,"1",3,668,"5","5","2",100,18,0,0,0,0,"0","0","0",0,1,2008,"8","4",214000
"1228",1228,20,"3",72,8872,"1","0","3","3","0","0","0","12","2","2","0","2",5,8,1965,2008,"1","1","12","13","1",300,"3","4","1","4","4","4","0",595,"6",0,317,912,"1","0","1","4",912,0,0,912,1,0,1,0,2,1,"2",5,"6",0,"0","5",1992,"3",2,576,"5","5","2",0,240,0,0,0,0,"0","0","0",0,12,2008,"8","4",147000
